,ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr,st_timestamp,et_timestamp,flow_tag,flow_type
2267,2018-10-26 06:04:26,2018-10-26 06:04:26,0.058,192.168.1.239,192.168.1.1,48395,53.0,UDP,........,0.0,0.0,1.0,47.0,1.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551866.0,1540551866.0,,0
2268,2018-10-26 05:59:33,2018-10-26 05:59:34,0.029,192.168.1.165,192.168.1.245,49152,44021.0,TCP,...AP.SF,0.0,0.0,7.0,3845.0,7.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.4669999999999999,0.9790000000000001,10.137,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551573.0,1540551574.0,,0
2269,2018-10-26 06:02:42,2018-10-26 06:02:43,1.156,52.209.221.67,192.168.1.129,80,45920.0,TCP,...AP.SF,0.0,0.0,6.0,915.0,6.0,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.242,284.503,283.999,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551762.0,1540551763.0,,0
2270,2018-10-26 06:02:19,2018-10-26 06:02:21,2.885,174.129.217.97,192.168.1.165,3478,4895.0,TCP,...AP.SF,0.0,0.0,5.0,448.0,8.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.565,208.054,209.89700000000002,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551739.0,1540551741.0,,0
2271,2018-10-26 06:04:47,2018-10-26 06:04:47,0.054,192.168.1.216,192.168.1.1,55818,53.0,UDP,........,0.0,0.0,1.0,38.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551887.0,1540551887.0,,0
2272,2018-10-26 06:03:42,2018-10-26 06:03:42,0.025,192.168.1.129,192.168.1.165,80,3234.0,TCP,...AP.SF,0.0,0.0,5.0,1171.0,5.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,16.222,0.293,0.442,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551822.0,1540551822.0,,0
2273,2018-10-26 06:00:28,2018-10-26 06:04:42,254.111,192.168.1.1,192.168.1.192,0,0.0,ICMP,........,0.0,0.0,10.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551628.0,1540551882.0,,0
2274,2018-10-26 06:00:49,2018-10-26 06:00:49,0.016,192.168.1.165,192.168.1.245,49152,44029.0,TCP,...AP.SF,0.0,0.0,6.0,393.0,6.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.8390000000000001,1.173,5.805,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551649.0,1540551649.0,,0
2275,2018-10-26 06:00:07,2018-10-26 06:04:37,270.328,192.168.1.1,239.255.255.250,60194,1900.0,UDP,........,0.0,0.0,435.0,197558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551607.0,1540551877.0,,0
2276,2018-10-26 06:04:29,2018-10-26 06:04:29,0.000,192.168.1.119,192.168.1.245,39356,51964.0,UDP,........,0.0,0.0,1.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551869.0,1540551869.0,,0
2277,2018-10-26 06:00:56,2018-10-26 06:03:57,181.770,54.148.2.234,192.168.1.216,0,0.0,ICMP,........,0.0,0.0,5.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551656.0,1540551837.0,,0
2278,2018-10-26 06:04:47,2018-10-26 06:04:47,0.037,fdc1:1bdc:1e84::911,fdc1:1bdc:1e84::1,44053,53.0,UDP,........,0.0,0.0,1.0,38.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551887.0,1540551887.0,,0
2279,2018-10-26 06:01:47,2018-10-26 06:02:03,15.119,172.217.25.36,192.168.1.228,443,39131.0,UDP,........,0.0,0.0,11.0,2708.0,11.0,7737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551707.0,1540551723.0,,0
2280,2018-10-26 06:01:45,2018-10-26 06:01:45,0.704,192.168.1.119,74.125.200.132,45029,443.0,UDP,........,0.0,0.0,242.0,15534.0,478.0,634537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551705.0,1540551705.0,,0
2281,2018-10-26 06:01:14,2018-10-26 06:01:14,0.101,192.168.1.245,192.168.1.165,50153,3568.0,UDP,........,0.0,0.0,2.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551674.0,1540551674.0,,0
2282,2018-10-26 06:01:14,2018-10-26 06:01:14,0.074,192.168.1.165,192.168.1.169,3284,49153.0,TCP,...AP.SF,0.0,0.0,8.0,363.0,8.0,4827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,2.15,1.023,12.880999999999998,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551674.0,1540551674.0,,0
2283,2018-10-26 06:02:46,2018-10-26 06:02:48,2.870,174.129.217.97,192.168.1.165,3478,4899.0,TCP,...AP.SF,0.0,0.0,5.0,448.0,8.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.6230000000000002,208.11599999999999,211.36,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551766.0,1540551768.0,,0
2284,2018-10-26 06:04:28,2018-10-26 06:04:28,0.048,192.168.1.129,192.168.1.245,80,52264.0,TCP,...AP.SF,0.0,0.0,6.0,1191.0,6.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.693,0.292,0.258,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551868.0,1540551868.0,,0
2285,2018-10-26 06:01:54,2018-10-26 06:01:54,0.000,192.168.1.165,129.132.2.21,3596,123.0,UDP,........,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551714.0,1540551714.0,,0
2286,2018-10-26 06:02:19,2018-10-26 06:02:20,1.228,192.168.1.108,149.171.37.10,30722,30722.0,UDP,........,0.0,0.0,7.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551739.0,1540551740.0,,0
2287,2018-10-26 06:03:41,2018-10-26 06:03:41,0.016,192.168.1.165,192.168.1.245,4639,49153.0,TCP,...AP.SF,0.0,0.0,8.0,447.0,8.0,4936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.903,1.271,1.551,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551821.0,1540551821.0,,0
2288,2018-10-26 06:02:28,2018-10-26 06:02:28,0.001,192.168.1.245,192.168.1.1,54117,53.0,UDP,........,0.0,0.0,1.0,46.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551748.0,1540551748.0,,0
2289,2018-10-26 06:00:42,2018-10-26 06:00:42,0.099,192.168.1.192,8.8.8.8,39756,53.0,UDP,........,0.0,0.0,1.0,47.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551642.0,1540551642.0,,0
2290,2018-10-26 06:02:42,2018-10-26 06:02:42,0.151,216.58.199.67,192.168.1.192,443,57326.0,UDP,........,0.0,0.0,6.0,1561.0,8.0,3864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551762.0,1540551762.0,,0
2291,2018-10-26 06:01:16,2018-10-26 06:01:16,0.008,192.168.1.129,192.168.1.165,80,3193.0,TCP,...AP.SF,0.0,0.0,5.0,1171.0,5.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.912,0.289,1.001,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551676.0,1540551676.0,,0
2292,2018-10-26 06:04:01,2018-10-26 06:04:01,0.014,192.168.1.165,192.168.1.245,49152,54462.0,TCP,...AP.SF,0.0,0.0,6.0,393.0,7.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.792,1.128,4.614,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551841.0,1540551841.0,,0
2293,2018-10-26 06:03:41,2018-10-26 06:03:41,0.016,192.168.1.129,192.168.1.165,80,3226.0,TCP,...AP.SF,0.0,0.0,5.0,1171.0,5.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,3.239,1.645,0.968,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551821.0,1540551821.0,,0
2294,2018-10-26 06:01:48,2018-10-26 06:04:26,158.099,192.168.1.245,239.255.255.250,51964,1900.0,UDP,........,0.0,0.0,2.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551708.0,1540551866.0,,0
2295,2018-10-26 06:00:25,2018-10-26 06:04:25,240.338,74.125.68.188,192.168.1.192,5228,59749.0,TCP,...AP...,0.0,0.0,7.0,276.0,9.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,45024.552,95.802,95.96,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551625.0,1540551865.0,,0
2296,2018-10-26 06:00:26,2018-10-26 06:00:26,0.012,192.168.1.165,192.168.1.245,4575,49153.0,TCP,...AP.SF,0.0,0.0,7.0,552.0,6.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.681,0.9259999999999999,1.262,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551626.0,1540551626.0,,0
2297,2018-10-26 06:01:50,2018-10-26 06:01:50,0.007,192.168.1.129,192.168.1.245,80,52247.0,TCP,...AP.SF,0.0,0.0,5.0,1171.0,5.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.804,0.29,0.289,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551710.0,1540551710.0,,0
2298,2018-10-26 05:59:36,2018-10-26 05:59:36,0.009,192.168.1.119,192.168.1.245,8008,59632.0,TCP,...AP.SF,0.0,0.0,4.0,1337.0,6.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,2.269,1.9580000000000002,0.87,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551576.0,1540551576.0,,0
2299,2018-10-26 06:00:33,2018-10-26 06:00:39,5.865,174.129.217.97,192.168.1.165,3478,4859.0,TCP,...AP.SF,0.0,0.0,5.0,448.0,9.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.425,3209.0609999999997,213.209,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551633.0,1540551639.0,,0
2300,2018-10-26 06:00:21,2018-10-26 06:04:21,240.276,104.155.18.91,192.168.1.129,443,46780.0,TCP,...AP...,0.0,0.0,9.0,252.0,11.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,28623.49,276.233,277.41200000000003,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551621.0,1540551861.0,,0
2301,2018-10-26 06:00:30,2018-10-26 06:04:52,262.013,fdc1:1bdc:1e84::1,fe80::e276:d0ff:fe3f:ae,0,34816.0,ICMP6,........,0.0,0.0,5.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551630.0,1540551892.0,,0
2302,2018-10-26 06:01:33,2018-10-26 06:01:33,0.400,192.168.1.192,8.8.8.8,34398,53.0,UDP,........,0.0,0.0,1.0,32.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551693.0,1540551693.0,,0
2303,2018-10-26 06:02:40,2018-10-26 06:02:41,0.240,192.168.1.129,192.168.1.1,58187,53.0,UDP,........,0.0,0.0,1.0,37.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551760.0,1540551761.0,,0
2304,2018-10-26 06:01:14,2018-10-26 06:01:14,0.034,192.168.1.165,192.168.1.245,4595,49153.0,TCP,...AP.SF,0.0,0.0,8.0,447.0,8.0,4936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.861,1.4080000000000001,3.19,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551674.0,1540551674.0,,0
2305,2018-10-26 06:01:58,2018-10-26 06:01:58,0.097,192.168.1.119,8.8.8.8,53916,53.0,UDP,........,0.0,0.0,1.0,47.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551718.0,1540551718.0,,0
2306,2018-10-26 06:00:25,2018-10-26 06:04:35,250.015,192.168.1.119,192.168.1.1,0,2048.0,ICMP,........,0.0,0.0,10.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551625.0,1540551875.0,,0
2307,2018-10-26 06:04:27,2018-10-26 06:04:27,0.071,192.168.1.245,192.168.1.248,54020,49152.0,TCP,...AP.SF,0.0,0.0,5.0,329.0,5.0,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,6.272,10.457,4.808,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551867.0,1540551867.0,,0
2308,2018-10-26 06:03:34,2018-10-26 06:03:34,0.315,192.168.1.129,192.168.1.1,40668,53.0,UDP,........,0.0,0.0,1.0,34.0,1.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551814.0,1540551814.0,,0
2309,2018-10-26 06:01:14,2018-10-26 06:01:14,0.069,192.168.1.165,192.168.1.245,4593,49153.0,TCP,...AP.SF,0.0,0.0,8.0,447.0,8.0,4936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,13.443,1.288,3.4610000000000003,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540551674.0,1540551674.0,,0
